comment;pageid;title;timestamp;top;userid;revid;user;parentid;ns;minor;size;new
Lehekülg asendatud tekstiga 'Artikkel asub nüüd [[sookask|siin]].';345010;Kasutaja:KPapp/sookask;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=8, tm_hour=16, tm_min=58, tm_sec=20, tm_wday=1, tm_yday=281, tm_isdst=-1);;62216;3747455;KPapp;3747351;2;;38;
;346382;Amenorröa;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=22, tm_hour=17, tm_min=27, tm_sec=30, tm_wday=1, tm_yday=295, tm_isdst=-1);;62192;3759481;KTeearu;3759474;0;;18121;
Kustutatud kogu lehekülje sisu;345692;Kasutaja:Kaarel~etwiki;time.struct_time(tm_year=2013, tm_mon=11, tm_mday=12, tm_hour=21, tm_min=16, tm_sec=16, tm_wday=1, tm_yday=316, tm_isdst=-1);;1734;3773033;Kaarel~etwiki;3743778;2;;0;
;346492;Suurajukoor;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=11, tm_hour=18, tm_min=41, tm_sec=20, tm_wday=4, tm_yday=284, tm_isdst=-1);;62311;3749762;Ki.Karis;3749761;0;;13175;
Klyll teisaldas lehekülje [[Vikipeedia arutelu:Polütsüstiliste munasarjade sündroom]] pealkirja [[Arutelu:Polütsüstiliste munasarjade sündroom]] alla;346057;Arutelu:Polütsüstiliste munasarjade sündroom;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=7, tm_hour=19, tm_min=47, tm_sec=47, tm_wday=0, tm_yday=280, tm_isdst=-1);;62292;3746849;Klyll;3746844;1;;1837;
;346486;Eksopolüsahhariidid;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=12, tm_hour=9, tm_min=18, tm_sec=38, tm_wday=5, tm_yday=285, tm_isdst=-1);;62202;3749944;Kmardo;3749351;0;;14213;
;32473;Aminohapped;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=15, tm_hour=7, tm_min=28, tm_sec=48, tm_wday=1, tm_yday=288, tm_isdst=-1);;62431;3752392;Krrahupõld;3751601;0;;25818;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[õhulõhe|siit]].';345293;Kasutaja:Ksuur/Õhulõhe;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=19, tm_hour=18, tm_min=32, tm_sec=19, tm_wday=5, tm_yday=292, tm_isdst=-1);;62399;3756546;Ksuur;3756494;2;;45;
Ktammiste teisaldas lehekülje [[Vikipeedia:Ktammiste/Stereotüüpia]] pealkirja [[Vikipeedia:Ktammiste/Stereotüüpia (meditsiin)]] alla;345332;Stereotüüpia (meditsiin);time.struct_time(tm_year=2013, tm_mon=11, tm_mday=29, tm_hour=10, tm_min=25, tm_sec=33, tm_wday=4, tm_yday=333, tm_isdst=-1);;62489;3789057;Ktammiste;3788448;0;;9568;
;344326;Kasutaja:LKaasik/Ökoloogia;time.struct_time(tm_year=2013, tm_mon=11, tm_mday=14, tm_hour=12, tm_min=58, tm_sec=13, tm_wday=3, tm_yday=318, tm_isdst=-1);;62415;3774264;LKaasik;3774263;2;;46;
Lehekülg asendatud tekstiga 'Artikkel asub nüüd [[Biokile|siin]].';344311;Kasutaja:Lmtamm/Biokile;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=11, tm_hour=14, tm_min=18, tm_sec=33, tm_wday=4, tm_yday=284, tm_isdst=-1);;62367;3749579;Lmtamm;3747434;2;;38;
;141737;Helviksammaltaimed;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=20, tm_hour=19, tm_min=52, tm_sec=13, tm_wday=6, tm_yday=293, tm_isdst=-1);;62228;3757458;MRikka;3592942;0;;10674;
;346395;Multitolerantsus;time.struct_time(tm_year=2013, tm_mon=11, tm_mday=1, tm_hour=14, tm_min=32, tm_sec=35, tm_wday=4, tm_yday=305, tm_isdst=-1);;62183;3765706;Mlippus;3749007;0;;13752;
Lehekülg asendatud tekstiga 'Artikkel on nüüd siin [[Chikungunya viirus]]';344143;Kasutaja:Mteppor/Chikungunya viirus;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=18, tm_hour=9, tm_min=21, tm_sec=39, tm_wday=4, tm_yday=291, tm_isdst=-1);;62325;3755246;Mteppor;3755224;2;;46;
;139234;Õõtsik;time.struct_time(tm_year=2013, tm_mon=11, tm_mday=25, tm_hour=0, tm_min=37, tm_sec=54, tm_wday=0, tm_yday=329, tm_isdst=-1);;62406;3784666;Pjaksi;3784601;0;;9328;
Uus lehekülg: '[[Pilt:Image DNA sequence - png.png|thumb|DNA-ahelate järjestus, mis on kujutatud nukleotiidide ühetäheliste vastetena]] '''BLAST'''[[algoritm|-algoritm]] on töövahend Bio...';419221;BLAST;time.struct_time(tm_year=2015, tm_mon=11, tm_mday=2, tm_hour=17, tm_min=59, tm_sec=46, tm_wday=0, tm_yday=306, tm_isdst=-1);;62201;4297744;R kaiv;0;0;;10195;
;345221;Kasutaja:TTrautmann/Plankton;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=22, tm_hour=15, tm_min=2, tm_sec=6, tm_wday=1, tm_yday=295, tm_isdst=-1);;62333;3759400;TTrautmann;3759396;2;;43;
;345328;Kasutaja:T koppel/Vaher (perekond);time.struct_time(tm_year=2013, tm_mon=10, tm_mday=15, tm_hour=15, tm_min=24, tm_sec=8, tm_wday=1, tm_yday=288, tm_isdst=-1);;62422;3752925;T koppel;3752922;2;;47;
Lehekülg asendatud tekstiga 'Töö on nüüd leitav [[Taimemorfoloogia|siit]]. - Erik L. aka --~~~~';344751;Kasutaja:TaoisticBeer/Taimemorfoloogia;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=20, tm_hour=13, tm_min=28, tm_sec=16, tm_wday=6, tm_yday=293, tm_isdst=-1);;54565;3757020;TaoisticBeer;3756522;2;;185;
;347086;Vähi biomarkerid;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=15, tm_hour=19, tm_min=5, tm_sec=5, tm_wday=1, tm_yday=288, tm_isdst=-1);;62206;3753172;Ustina.pynova;3753161;0;;14389;
/* Definitsioon */;6748;Pii;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=29, tm_sec=49, tm_wday=2, tm_yday=296, tm_isdst=-1);;62403;3759984;ANZI;3759983;0;;14540;
Ümbersuunamine lehele [[Ülilühike impulss]];344546;Kasutaja:Antsr/Ülilühike impulss;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=20, tm_hour=16, tm_min=20, tm_sec=58, tm_wday=6, tm_yday=293, tm_isdst=-1);;59277;3757238;Antsr;3752988;2;;17784;
"Uus lehekülg: 'Vähemasti ingliskeelne link artiklile peaks olema ""Ampère's force law"", mitte ""Ampère's circuital law"".'";381626;Arutelu:Ampère'i seadus;time.struct_time(tm_year=2014, tm_mon=10, tm_mday=20, tm_hour=11, tm_min=40, tm_sec=38, tm_wday=0, tm_yday=293, tm_isdst=-1);;51259;4018882;Dragev13;0;1;;106;
intai;33940;Kaido Höövelson;time.struct_time(tm_year=2014, tm_mon=1, tm_mday=25, tm_hour=21, tm_min=19, tm_sec=17, tm_wday=5, tm_yday=25, tm_isdst=-1);;62359;3830423;ELuht;3727866;0;;11001;
Uus lehekülg: '{{tõlgitud leht|en|Thermionic emission|versioon=3742248|kohalik_versioon=568627031|alajaotus=nimi}}';347798;Arutelu:Termoemissioon;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=21, tm_hour=14, tm_min=11, tm_sec=4, tm_wday=0, tm_yday=294, tm_isdst=-1);;62706;3758181;Eimre;0;1;;100;
;50686;Tuumafüüsika;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=21, tm_hour=10, tm_min=56, tm_sec=21, tm_wday=0, tm_yday=294, tm_isdst=-1);;62913;3757960;Georgi Majas;3753295;0;;14609;
Uus lehekülg: ''''Madal Maa orbiit''' (inglise keeles ''low Earth Orbit''(LEO)) on orbiit mille kõrgus on vahemikus 160 kilomeetrit,perioodiga umbes 88 minutit, kuni 2000 kilomeetrit, perioodi...';354640;Maa-lähedane orbiit;time.struct_time(tm_year=2013, tm_mon=12, tm_mday=12, tm_hour=23, tm_min=3, tm_sec=52, tm_wday=3, tm_yday=346, tm_isdst=-1);;62180;3800874;H.Ehrpais;0;0;;3752;
;344983;Kasutaja:JoosepMichelis/Röntgentoru;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=18, tm_hour=9, tm_min=43, tm_sec=25, tm_wday=4, tm_yday=291, tm_isdst=-1);;62233;3755259;JoosepMichelis;3752827;2;;11314;
;344685;Kasutaja arutelu:K.Ehatäht/Lõplike elementide meetod;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=15, tm_hour=12, tm_min=3, tm_sec=32, tm_wday=1, tm_yday=288, tm_isdst=-1);;62552;3752668;K.Ehatäht;3752627;3;;11562;
;352637;Fisheri kosmosepastakas;time.struct_time(tm_year=2013, tm_mon=12, tm_mday=16, tm_hour=23, tm_min=20, tm_sec=29, tm_wday=0, tm_yday=350, tm_isdst=-1);;33100;3804135;LauringH;3803569;0;;12465;
Uus lehekülg: ''''Reaktiivse molekulaardünaamika''' (RMD) all mõeldakse [[Molekulaardünaamika|molekulaardünaamiliste]] (MD) [[arvutisimulatsioon]]ide edasiarendusi, mis võimaldavad käsitl...';347990;Reaktiivne molekulaardünaamika;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=22, tm_hour=16, tm_min=24, tm_sec=54, tm_wday=1, tm_yday=295, tm_isdst=-1);;62379;3759439;MOllikainen;0;0;;15675;
Uus lehekülg: 'Kosmos see on tore koht';417960;Kasutaja:MPoldemaa/kosmose koloniseerimine;time.struct_time(tm_year=2015, tm_mon=10, tm_mday=19, tm_hour=13, tm_min=59, tm_sec=24, tm_wday=0, tm_yday=292, tm_isdst=-1);;62396;4288539;MPoldemaa;0;2;;23;
;283345;Kalibreerimine;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=23, tm_hour=18, tm_min=54, tm_sec=23, tm_wday=2, tm_yday=296, tm_isdst=-1);;62725;3760155;MTamm1;3032315;0;;9253;
;345286;Kasutaja:RRaabe/RC filtrid;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=20, tm_hour=14, tm_min=32, tm_sec=38, tm_wday=6, tm_yday=293, tm_isdst=-1);;62549;3757111;RRaabe;3757109;2;;41;
Uus lehekülg: ''''Tähtede spektriklassid''' on astronoomias kasutatav jaotus, mis klassifitseerib tähed [[Spektroskoopia|spektraalsete]] tunnuste alusel. Peamiseks tunnuseks on Elektromagne...';348400;Spektriklass;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=26, tm_hour=23, tm_min=51, tm_sec=6, tm_wday=5, tm_yday=299, tm_isdst=-1);;62636;3761971;Rmatjus;0;0;;12954;
;347942;Mie hajumine;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=22, tm_hour=11, tm_min=29, tm_sec=41, tm_wday=1, tm_yday=295, tm_isdst=-1);;41603;3759146;Silerkey;3759129;0;;15077;
/* Tartu Ülikool */;345499;Vikipeedia:Teadusfoto 2013/Osalejad;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=31, tm_hour=13, tm_min=31, tm_sec=30, tm_wday=3, tm_yday=304, tm_isdst=-1);;41515;3765027;Svnrkmndm;3753155;4;;692;
;352476;Kasutaja:Ükivila/Projekt Orion;time.struct_time(tm_year=2013, tm_mon=12, tm_mday=24, tm_hour=0, tm_min=37, tm_sec=17, tm_wday=1, tm_yday=358, tm_isdst=-1);;62642;3808633;Ükivila;3808632;2;;43;
;352476;Kasutaja:Ükivila/Projekt Orion;time.struct_time(tm_year=2013, tm_mon=12, tm_mday=24, tm_hour=0, tm_min=37, tm_sec=17, tm_wday=1, tm_yday=358, tm_isdst=-1);;62642;3808633;Ükivila;3808632;2;;43;
AngeLina teisaldas lehekülje [[Kasutaja arutelu:AngeLina/Külma-šokki valgud]] pealkirja [[Kasutaja arutelu:AngeLina/Külmašokivalgud]] alla;352180;Kasutaja arutelu:AngeLina/Külma-šokki valgud;time.struct_time(tm_year=2013, tm_mon=11, tm_mday=24, tm_hour=14, tm_min=4, tm_sec=16, tm_wday=6, tm_yday=328, tm_isdst=-1);;62324;3783685;AngeLina;0;3;;54;
Uus lehekülg: '[[Pilt:L-Glutamate Structural Formulae.png|pisi|300 px|L-Glutamaadi struktuurivalem]] [[Glutamaat|'''Glutamaat''']] on peamine [[Neurotransmitter|erutusvirgatsaine]] selgroogsete...';347958;Glutamaat neurotransmitterina;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=22, tm_hour=12, tm_min=54, tm_sec=48, tm_wday=1, tm_yday=295, tm_isdst=-1);;62323;3759245;Asalumets;0;0;;14700;
Lehekülg asendatud tekstiga 'Artikkel asub nüüd [[Kardiovaskulaarsed haigused|siin]]';347930;Kasutaja:Atähiste/Kardiovaskulaarsed haigused;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=22, tm_hour=19, tm_min=7, tm_sec=49, tm_wday=1, tm_yday=295, tm_isdst=-1);;62265;3759538;Atähiste;3759348;2;;57;
Lehekülg asendatud tekstiga 'Artikkel asub nüüd [[Kardiovaskulaarsed haigused|siin]]';347930;Kasutaja:Atähiste/Kardiovaskulaarsed haigused;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=22, tm_hour=19, tm_min=7, tm_sec=49, tm_wday=1, tm_yday=295, tm_isdst=-1);;62265;3759538;Atähiste;3759348;2;;57;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[I tüüpi diabeet|siit]].';345015;Kasutaja:Erkkikull/I tüüpi diabeet;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=22, tm_hour=19, tm_min=53, tm_sec=51, tm_wday=1, tm_yday=295, tm_isdst=-1);;62433;3759569;Erkkikull;3759563;2;;53;
Lehekülg asendatud tekstiga 'Artikkel asub nüüd [[emakakaelavähk | siin]].';345068;Kasutaja:EthelT/Emakakaelavähk;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=30, tm_hour=17, tm_min=4, tm_sec=1, tm_wday=2, tm_yday=303, tm_isdst=-1);;62458;3764569;EthelT;3764564;2;;48;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Pehmete kudede sarkoomid|siit]].';345106;Kasutaja:Flättekivi/Pehmete kudede sarkoomid;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=21, tm_hour=16, tm_min=54, tm_sec=27, tm_wday=0, tm_yday=294, tm_isdst=-1);;62382;3758378;Flättekivi;3758358;2;;60;
;54304;Mitokonder;time.struct_time(tm_year=2013, tm_mon=12, tm_mday=9, tm_hour=14, tm_min=58, tm_sec=52, tm_wday=0, tm_yday=343, tm_isdst=-1);;52207;3797310;Fraktaal;3725314;0;;15294;
;345203;Kasutaja:Hanrein/Narkolepsia;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=21, tm_hour=21, tm_min=8, tm_sec=46, tm_wday=0, tm_yday=294, tm_isdst=-1);;62274;3758792;Hanrein;3758790;2;;42;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Naatriumpump|siit]].';344718;Kasutaja:Hguske/Naatriumpump;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=21, tm_hour=15, tm_min=46, tm_sec=15, tm_wday=0, tm_yday=294, tm_isdst=-1);;62222;3758280;Hguske;3758271;2;;48;
Parandasin kohaliku versiooni õigeks.;350217;Arutelu:Äge kiiritusmürgitus;time.struct_time(tm_year=2013, tm_mon=11, tm_mday=10, tm_hour=22, tm_min=8, tm_sec=46, tm_wday=6, tm_yday=314, tm_isdst=-1);;6724;3771668;Hproosa;3771665;1;;91;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Embrüo|siit]].';345327;Kasutaja:Jbokajeva/Embrüo;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=22, tm_hour=17, tm_min=23, tm_sec=24, tm_wday=1, tm_yday=295, tm_isdst=-1);;62751;3759473;Jbokajeva;3758891;2;;43;
;348186;Transposoonmutagenees;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=25, tm_hour=17, tm_min=42, tm_sec=52, tm_wday=4, tm_yday=298, tm_isdst=-1);;62282;3761077;Jelmik;3760632;0;;23430;
Lehekülg asendatud tekstiga 'Artikkel asub nüüd vikipeedia põhiruumis [[Hüpotermia|siin]].';345454;Kasutaja:KReispass/Hüpotermia;time.struct_time(tm_year=2013, tm_mon=11, tm_mday=26, tm_hour=18, tm_min=13, tm_sec=44, tm_wday=1, tm_yday=330, tm_isdst=-1);;62181;3786627;KReispass;3771014;2;;65;
Lehekülg asendatud tekstiga 'Artikkel on leitav [[Tüvirakud|siin]].';345296;Kasutaja:K eigi/tüvirakud;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=21, tm_hour=20, tm_min=23, tm_sec=52, tm_wday=0, tm_yday=294, tm_isdst=-1);;62504;3758725;K eigi;3758681;2;;39;
;179196;Vitiliigo;time.struct_time(tm_year=2013, tm_mon=11, tm_mday=3, tm_hour=20, tm_min=11, tm_sec=49, tm_wday=6, tm_yday=307, tm_isdst=-1);;62386;3767102;Katlina;3543795;0;;16510;
Lehekülg asendatud tekstiga 'Artikkel asub nüüd [[kloonimine|siin]]';345338;Kasutaja:Khein26/Kloonimine;time.struct_time(tm_year=2013, tm_mon=11, tm_mday=13, tm_hour=21, tm_min=16, tm_sec=5, tm_wday=2, tm_yday=317, tm_isdst=-1);;62620;3773890;Khein26;3772340;2;;40;
;74683;Sidekude;time.struct_time(tm_year=2013, tm_mon=11, tm_mday=5, tm_hour=16, tm_min=41, tm_sec=47, tm_wday=1, tm_yday=309, tm_isdst=-1);;62537;3768283;Konemar;3768281;0;;21936;
;386111;Kilpnäärmevähk;time.struct_time(tm_year=2014, tm_mon=12, tm_mday=8, tm_hour=16, tm_min=8, tm_sec=42, tm_wday=0, tm_yday=342, tm_isdst=-1);;62621;4063077;Kpaas22;4063074;0;;14523;
{{See artikkel|räägib elusorganismides aset leidvast protsessist;;;;;;;;;;;;
;345324;Kasutaja:LTarve/Chikungunya viirus;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=20, tm_hour=17, tm_min=23, tm_sec=40, tm_wday=6, tm_yday=293, tm_isdst=-1);;62677;3757309;LTarve;3757307;2;;18872;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Alkaani hüdroksülaasid|siit]].';344809;Kasutaja:Lanastassia/Alkaani hüdroksülaasid;time.struct_time(tm_year=2013, tm_mon=11, tm_mday=5, tm_hour=9, tm_min=45, tm_sec=42, tm_wday=1, tm_yday=309, tm_isdst=-1);;62464;3767878;Lanastassia;3767509;2;;60;
;345077;Kasutaja:Lpavlova/Atsüülkarnitiinid;time.struct_time(tm_year=2013, tm_mon=9, tm_mday=30, tm_hour=22, tm_min=14, tm_sec=32, tm_wday=0, tm_yday=273, tm_isdst=-1);;62704;3742532;Lpavlova;3742529;2;;7025;
;319403;Erütropoetiin;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=21, tm_hour=20, tm_min=58, tm_sec=56, tm_wday=0, tm_yday=294, tm_isdst=-1);;62235;3758785;MPiirsalu;3648081;0;;5960;
/* Taimed */;382780;Mikrobioom;time.struct_time(tm_year=2014, tm_mon=10, tm_mday=31, tm_hour=17, tm_min=46, tm_sec=49, tm_wday=4, tm_yday=304, tm_isdst=-1);;62423;4038204;MPilme;4038198;0;;15247;
;344998;Kasutaja:MSaare/Hemofiilia;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=26, tm_hour=13, tm_min=43, tm_sec=51, tm_wday=5, tm_yday=299, tm_isdst=-1);;62448;3761612;MSaare;3761610;2;;43;
"Uus lehekülg: '{| class=""wikitable"" style=""float: right"" |- ! Kanali nimi!! Mööduva retseptorpotentsiaaliga katiooni <br/> kanal, M alaperekonna liige 8 |- | Kirjeldus || Külma ja mentooli t...'";348088;TRPM8;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=23, tm_hour=18, tm_min=11, tm_sec=14, tm_wday=2, tm_yday=296, tm_isdst=-1);;62271;3760130;M ehrlich;0;0;;23363;
Lehekülg asendatud tekstiga 'Artikkel asub nüüd [[Sarkopeenia|siin.]]';345160;Kasutaja:Mtarrend/Sarkopeenia;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=22, tm_hour=13, tm_min=59, tm_sec=9, tm_wday=1, tm_yday=295, tm_isdst=-1);;62234;3759353;Mtarrend;3758930;2;;42;
Kustutatud kogu lehekülje sisu;347886;Kasutaja:Natalja Garb;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=22, tm_hour=8, tm_min=12, tm_sec=41, tm_wday=1, tm_yday=295, tm_isdst=-1);;62277;3759031;Natalja Garb;3759006;2;;0;
Lehekülg asendatud tekstiga 'See artikkel on nüüd leitav [[aneuploidsus|siit]].';346553;Kasutaja:RRokk/Aneuploidsus;time.struct_time(tm_year=2013, tm_mon=11, tm_mday=17, tm_hour=21, tm_min=59, tm_sec=28, tm_wday=6, tm_yday=321, tm_isdst=-1);;62969;3777240;RRokk;3772537;2;;52;
Lehekülg asendatud tekstiga '  Artikkel asub [[Tsellulaasid|siin]].';345380;Kasutaja:R viikoja/Tsellulaasid;time.struct_time(tm_year=2013, tm_mon=11, tm_mday=10, tm_hour=20, tm_min=35, tm_sec=41, tm_wday=6, tm_yday=314, tm_isdst=-1);;62428;3771636;R viikoja;3771633;2;;38;
Uus lehekülg: '[[Pilt:Knockout Mice5006-300.jpg|pisi|paremal|Transgeenne hiir, kellel on karvakasvu mõjutav geen välja lülitatud (vasakul). Tema kõrval on tavaline hiir.]] '''Geneetiliselt ...';349761;Geneetiliselt muundatud hiir;time.struct_time(tm_year=2013, tm_mon=11, tm_mday=7, tm_hour=9, tm_min=30, tm_sec=13, tm_wday=3, tm_yday=311, tm_isdst=-1);;62377;3769252;RikkA;0;0;;15463;
Lehekülg asendatud tekstiga 'Artikkel on nüüd leitav [[Hüpogonadism|siit]].';345121;Kasutaja:SJänes/Hüpogonadism;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=22, tm_hour=16, tm_min=25, tm_sec=56, tm_wday=1, tm_yday=295, tm_isdst=-1);;62357;3759440;SJänes;3759421;2;;49;
;346936;Kasutaja arutelu:SandrakPS/Nälgimine;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=19, tm_hour=11, tm_min=35, tm_sec=20, tm_wday=5, tm_yday=292, tm_isdst=-1);;62449;3756224;SandrakPS;3756110;3;;23620;
;347852;RRNA transkriptsiooni regulatsioon soolekepikeses;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=21, tm_hour=19, tm_min=13, tm_sec=1, tm_wday=0, tm_yday=294, tm_isdst=-1);;62407;3758588;Shausenberg;3758582;0;;18083;
;348373;Proteiinkinaas MSK1;time.struct_time(tm_year=2014, tm_mon=11, tm_mday=6, tm_hour=7, tm_min=31, tm_sec=31, tm_wday=3, tm_yday=310, tm_isdst=-1);;62598;4041784;TJLill;3761840;0;;14210;
Lehekülg asendatud tekstiga 'See artikkel on nüüd leitav [[RNA|siit]]';345321;Kasutaja:TTruu/RNA;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=21, tm_hour=20, tm_min=19, tm_sec=20, tm_wday=0, tm_yday=294, tm_isdst=-1);;62184;3758710;TTruu;3758627;2;;42;
/* Projekti leiud */;347356;Inimese Genoomi Projekt;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=17, tm_hour=18, tm_min=10, tm_sec=45, tm_wday=3, tm_yday=290, tm_isdst=-1);;62200;3754928;Tedula;3754873;0;;18677;
Lehekülg asendatud tekstiga 'Artikkel asub nüüd [[Semliki Forest viirus|siin]].';345325;Kasutaja:Tpoder/Semliki Forest viirus;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=21, tm_hour=19, tm_min=11, tm_sec=13, tm_wday=0, tm_yday=294, tm_isdst=-1);;62728;3758584;Tpoder;3758323;2;;52;
Uus lehekülg: ''''BRCA1''' (inglise keeles ''Breast Cancer'' 1) on inimese [[tuumorsupressorgeen]], mida kutsutakse ka kasvajavastaste geenide jaotuse järgi niinimetatud ''caretaker''-Geen|g...';347700;BRCA1;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=20, tm_hour=21, tm_min=22, tm_sec=22, tm_wday=6, tm_yday=293, tm_isdst=-1);;62374;3757565;Tvallimae;0;0;;15706;
Uus lehekülg: '[[Pilt:Hiiumaakarte.png|pisi|Hiiumaa]] [[Hiiu maakond|Hiiu maakonna]] majandust on eelkõige kujundanud väike territoorium (1023 km²) <ref>{{netiviide | URL = http://www.hiiuma...';347834;Hiiumaa majandus;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=21, tm_hour=16, tm_min=47, tm_sec=17, tm_wday=0, tm_yday=294, tm_isdst=-1);;62610;3758362;ATärk;0;0;;20129;
;273590;Vikipeedia:MMG;time.struct_time(tm_year=2014, tm_mon=5, tm_mday=23, tm_hour=6, tm_min=54, tm_sec=14, tm_wday=4, tm_yday=143, tm_isdst=-1);;62432;3916952;Ahärm;3916356;4;;8194;
;366781;Kasutaja:Alull/uustööstusmaad;time.struct_time(tm_year=2014, tm_mon=5, tm_mday=21, tm_hour=9, tm_min=19, tm_sec=20, tm_wday=2, tm_yday=141, tm_isdst=-1);;62335;3915963;Alull;3915952;2;;7073;
/* Üliõpilased ja artiklid */;273590;Vikipeedia:MMG;time.struct_time(tm_year=2014, tm_mon=5, tm_mday=14, tm_hour=9, tm_min=16, tm_sec=18, tm_wday=2, tm_yday=134, tm_isdst=-1);;62254;3912415;AŠtšeglakov;3910064;4;;7998;
/* Üliõpilased ja artiklid */;273590;Vikipeedia:MMG;time.struct_time(tm_year=2014, tm_mon=5, tm_mday=10, tm_hour=20, tm_min=32, tm_sec=25, tm_wday=5, tm_yday=130, tm_isdst=-1);;62495;3910064;Bviru;3909818;4;;7979;
;6439;Teenindus;time.struct_time(tm_year=2014, tm_mon=5, tm_mday=18, tm_hour=15, tm_min=16, tm_sec=30, tm_wday=6, tm_yday=138, tm_isdst=-1);;62445;3914493;JHüdsi;3914491;0;;8559;
;371449;Terminal (transport);time.struct_time(tm_year=2014, tm_mon=5, tm_mday=26, tm_hour=6, tm_min=20, tm_sec=15, tm_wday=0, tm_yday=146, tm_isdst=-1);;62384;3918521;KKoppel;3917263;0;;6584;
Lehekülg asendatud tekstiga 'Artikkel asub nüüd [[Kehaline aktiivsus|siin]]';344873;Kasutaja:KaitiV/Kehaline aktiivsus;time.struct_time(tm_year=2013, tm_mon=10, tm_mday=18, tm_hour=13, tm_min=1, tm_sec=37, tm_wday=4, tm_yday=291, tm_isdst=-1);;58513;3755593;KaitiV;3755248;2;;48;
/* Üliõpilased ja artiklid */;273590;Vikipeedia:MMG;time.struct_time(tm_year=2014, tm_mon=5, tm_mday=26, tm_hour=9, tm_min=6, tm_sec=6, tm_wday=0, tm_yday=146, tm_isdst=-1);;62219;3918649;Khõbenurm;3918520;4;;8267;
/* Üliõpilased ja artiklid */;273590;Vikipeedia:MMG;time.struct_time(tm_year=2014, tm_mon=5, tm_mday=16, tm_hour=14, tm_min=10, tm_sec=53, tm_wday=4, tm_yday=136, tm_isdst=-1);;62416;3913791;Kkiiver;3912994;4;;8006;
/* Üliõpilased ja artiklid */;273590;Vikipeedia:MMG;time.struct_time(tm_year=2014, tm_mon=5, tm_mday=26, tm_hour=20, tm_min=23, tm_sec=30, tm_wday=0, tm_yday=146, tm_isdst=-1);;62370;3919060;Kkõluvere;3918649;4;;8278;
;221017;Majanduskriis;time.struct_time(tm_year=2014, tm_mon=5, tm_mday=28, tm_hour=9, tm_min=39, tm_sec=9, tm_wday=2, tm_yday=148, tm_isdst=-1);;62380;3920021;Kmahla;3601072;0;;12676;
